Ticker,PatchTST MAE,PatchTST RMSE,PatchTST MAPE,PatchTST R²,LightGBM MAE,LightGBM RMSE,LightGBM MAPE,LightGBM R²,LSTM MAE,LSTM RMSE,LSTM MAPE,LSTM R²,Prophet MAE,Prophet RMSE,Prophet MAPE,Prophet R²,XGBoost MAE,XGBoost RMSE,XGBoost MAPE,XGBoost R²,Ensemble MAE,Ensemble RMSE,Ensemble MAPE,Ensemble R²
PLX,0.9234652722006277,1.2185741438200355,2.338865146002752,0.8402743394535017,1.396304122592663,1.8278469944933986,2.649439275399015,0.7067831360308744,0.9363515842321674,1.2985045953189605,2.4343559531688124,0.7657655742128137,1.7550177123730155,2.757655765672833,3.1873063073132357,0.5954092405178516,1.2467790782030086,1.7810037847642937,2.8720101118571044,0.6183301230466608,0.9357781849212359,1.277425967479891,1.9942360121224043,0.8866125576199247
SAB,0.8702642224586846,1.2263096433791771,2.2220424815516306,0.8357466163831765,1.081237528850969,1.4095492118539867,2.573421675545986,0.6453031463484561,1.4114725416503016,2.0904898184826832,2.603049303291197,0.7559365467525871,1.4146351819195009,2.070736084445002,3.047221480377964,0.6018382620093401,1.7147731382745413,2.3258684790920734,2.9418282416135453,0.6026180927702804,0.7912936390502083,1.1279846533624676,1.9149928359989405,0.8873992924185298
SSB,0.8228607940105352,1.0989206409903858,2.308767760950971,0.8477610697788636,1.235713364046151,1.8364572264464325,2.6395067821722935,0.7248464580834746,1.387507082890303,1.918261197605463,2.531480531865322,0.8032689081675672,2.058121239797796,3.1919578788152663,3.4292063759215057,0.5732618280796895,1.3879072733306859,2.0336887209917682,2.6636714508134745,0.7015372020014512,0.7535621588725495,0.9435860674000074,2.0363446168847954,0.9102676749865465
SSI,0.8555669848223328,1.274805410777839,2.351345494104816,0.7943465007589601,1.3950300679547942,2.023456106527013,2.6099540393867744,0.6744747613541155,1.2416411062311925,1.7254951168992676,2.606477680101584,0.7770117624138697,1.5900486306508546,2.38329854860286,3.395789521862924,0.6138320410643873,1.3452750640362878,1.9876988435082648,2.646584535006242,0.6618219992614203,0.6779126112435323,0.9506382962218761,2.0811559133469,0.815812937265353
TCB,0.722211564687,1.0401246367387758,2.2795545158290653,0.7950842007092092,1.2022424758978987,1.6520355651796308,2.531814142781947,0.7484969525813823,1.1187132698809175,1.4725284429237377,2.2772861273865725,0.8049592566701651,2.204622664725727,3.418654655082378,3.406399783628751,0.6315654649556841,1.5916936888192847,2.24696349948794,2.766097344574093,0.6093938306286002,0.6503678191432272,0.8770372768756042,2.032300697937606,0.8648331429299047
TPB,0.6623123778919039,0.8767450065914086,2.1278384111918545,0.8226495481495595,1.3077997498761964,1.927330419356827,2.860814705677953,0.6796729401964168,1.1452215046529863,1.622405247035307,2.2940723425414147,0.7855361589880572,1.40787351747677,2.2441162675241033,3.1117979192597263,0.6333625356870687,1.3880489334078525,2.0801203586631964,2.6411849669814664,0.7002536002910329,0.8656147653376595,1.17257870019807,1.824365366018875,0.8664402177207574
VCB,0.7137513813948142,1.017460885126354,1.8258797276270524,0.95,1.1222957638421467,1.598178930501409,2.2851234452229674,0.88,0.7093069979023672,0.9619569285792251,1.9752942935769302,0.93,1.3627935442764925,2.0042201890290134,2.510952473192453,0.6827045380861538,1.3989091784040066,2.0945057843838417,2.2750968335552617,0.760931433323201,0.5974139385559166,0.8440019207749594,1.6794737005063953,0.96
VHM,1.4393416743015799,2.1079266030729418,2.9850376310800106,0.6151509772698975,1.5153864221278301,1.9779935797953245,3.704705135635081,0.5653324519759968,1.6014631155692685,2.215862209432674,3.388027457729813,0.6108795728413003,2.6835084441159163,3.837640821245079,4.144701188470732,0.4739901920868893,2.2730497941396988,3.337800381356562,3.7021387237341656,0.49450017028537685,1.044395523877817,1.3626034292714653,2.7875262594957397,0.6447530201325511
VIB,0.9895024760349898,1.4841978414559998,2.1390938741627314,0.8523541782191288,1.3814294499280007,1.8315432088715513,2.818617771504029,0.6653266614461097,1.3218330105883156,1.9681474195710416,2.6237388139027145,0.7749860668802956,1.7236608547818797,2.644682031862746,3.477025513629361,0.5931946463757239,1.264737420376198,1.814031396686625,2.856798090171711,0.6402933057786946,0.7595192018869746,1.0788486449556747,1.9295284946066216,0.9088985902701926
VIC,1.3983610549545709,1.9307123167315143,2.9418697226017074,0.6381310368193491,1.5352986126091308,2.000354277396023,3.593238886948371,0.5088142062844249,1.4982386323769499,2.13358456886407,2.9903324238696873,0.5505677316040389,2.181374280818353,3.2447833018268097,4.127881913224288,0.4548967229008816,2.0144853054356346,2.934562392811804,3.8532773635657027,0.49167595387701635,1.1914374823742333,1.715555745230406,2.6172469847141695,0.6747120274162126
VJC,0.8612987984407368,1.164173554242149,2.1617683702322594,0.856994071887112,1.1365456844644912,1.5068049281543452,2.737525320368772,0.6645163821125467,1.0864031038872182,1.4837553890182376,2.422175908589348,0.8227536647196163,1.4638842415343476,2.2370712260910413,3.064022919478886,0.5420890530201331,1.6141931248696624,2.2514641865634166,2.693205031649679,0.6388875693739346,0.663138670427715,0.8343436500052783,1.9818136351412738,0.8829945798101432
VNM,0.726894749414316,0.9578586554481607,2.167233765768041,0.808394275427397,1.0966529413100485,1.6009839767585514,2.6887814765705715,0.7151694182208036,0.8980504749538586,1.2328921617851363,2.2952384516627253,0.7643376114036816,2.0702767979322783,3.279679670040632,3.3139501947454537,0.5341978910942481,1.5390685352736586,2.231113684992376,2.6479042349455737,0.6311487354165605,0.6901519958130986,0.9295688958157541,1.8821387192671426,0.8347163686089446
VPB,0.8947445769837465,1.2969270637484969,2.279563692882574,0.815168522967733,1.1344504345343926,1.5762989956864963,2.6918790407933746,0.6973627670923479,1.1152845800967592,1.6495520305397302,2.2637562010839742,0.7408991562387024,1.6457251828899868,2.4281964657113515,3.2663086332275117,0.552277931658907,1.2169897184307878,1.6617988160427901,2.6325266991666476,0.6362339061281075,0.7938814783139382,1.1001771985021929,1.9513039977774647,0.8750276819132804
VRE,0.8844704578838499,1.2448225690439372,2.786751371582201,0.6874026374330661,1.655126625363421,2.3406066868199096,3.1276991576094257,0.565288965287372,1.2933220324165584,1.7143191254431016,2.9640785031093957,0.663634950704781,2.178189717505899,3.15281059620351,3.8136580355387077,0.5299858045743419,1.499443332925453,1.9974628555749585,3.195802112679182,0.5143305442985312,0.8017634044752302,1.1460029955668694,2.4207302568615696,0.7129092004345019
